Customer ID,Age,Gender,Location,Purchase Amount (USD),Previous Purchases,Item Purchased,Category,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Payment Method,Frequency of Purchases,Discount Applied,Promo Code Used,Loyalty_Score_Final,Loyalty_Tier_Corrected,Buyer_Type
971,45,Male,California,66,4,Jeans,Clothing,S,Maroon,Winter,4.4,Yes,Free Shipping,Cash,Monthly,Yes,Yes,50.83673469387755,Medium Loyalty,Mixed Behavior
972,47,Male,Indiana,67,15,Sunglasses,Accessories,M,Cyan,Summer,4.3,Yes,Next Day Air,Credit Card,Weekly,Yes,Yes,62.07142857142857,High Loyalty,Valuable but Promo-Driven
973,61,Male,Colorado,61,33,Sneakers,Footwear,L,Gold,Winter,3.0,Yes,Standard,Credit Card,Weekly,Yes,Yes,70.09183673469389,High Loyalty,Valuable but Promo-Driven
974,60,Male,Colorado,75,30,Jacket,Outerwear,M,Teal,Fall,3.5,Yes,2-Day Shipping,Bank Transfer,Quarterly,Yes,Yes,65.25510204081633,High Loyalty,Valuable but Promo-Driven
975,69,Male,North Carolina,90,23,Skirt,Clothing,M,Beige,Spring,3.6,Yes,2-Day Shipping,Bank Transfer,Monthly,Yes,Yes,74.46938775510206,High Loyalty,Valuable but Promo-Driven
976,58,Male,Washington,40,2,Sweater,Clothing,M,Olive,Summer,3.8,Yes,2-Day Shipping,Bank Transfer,Weekly,Yes,Yes,40.61224489795918,Medium Loyalty,Mixed Behavior
977,34,Male,Florida,90,50,T-shirt,Clothing,M,Gray,Fall,3.6,Yes,Express,Credit Card,Every 3 Months,Yes,Yes,85.00000000000001,High Loyalty,Valuable but Promo-Driven
978,20,Male,Washington,20,34,Belt,Accessories,M,Black,Spring,4.6,Yes,Express,Cash,Bi-Weekly,Yes,Yes,40.20408163265306,Medium Loyalty,Mixed Behavior
979,56,Male,Colorado,40,33,Gloves,Accessories,M,Turquoise,Summer,2.5,Yes,Standard,Credit Card,Weekly,Yes,Yes,59.591836734693885,High Loyalty,Valuable but Promo-Driven
980,64,Male,New Hampshire,33,34,Hat,Accessories,S,Brown,Fall,3.5,Yes,Store Pickup,Debit Card,Monthly,Yes,Yes,52.70408163265306,Medium Loyalty,Mixed Behavior
981,56,Male,Maryland,98,39,Boots,Footwear,S,Magenta,Spring,4.0,Yes,Free Shipping,PayPal,Every 3 Months,Yes,Yes,82.26530612244898,High Loyalty,Valuable but Promo-Driven
982,27,Male,Maryland,42,47,Belt,Accessories,M,Silver,Spring,3.5,Yes,Next Day Air,Credit Card,Quarterly,Yes,Yes,59.16326530612246,High Loyalty,Valuable but Promo-Driven
983,35,Male,Texas,62,37,Coat,Outerwear,S,Red,Summer,3.2,Yes,Standard,PayPal,Monthly,Yes,Yes,69.0408163265306,High Loyalty,Valuable but Promo-Driven
984,24,Male,New Mexico,45,40,Hat,Accessories,L,Indigo,Winter,3.5,Yes,Free Shipping,Venmo,Bi-Weekly,Yes,Yes,56.377551020408156,High Loyalty,Valuable but Promo-Driven
985,26,Male,Utah,78,8,Shoes,Footwear,M,Green,Summer,3.4,Yes,Free Shipping,Credit Card,Bi-Weekly,Yes,Yes,53.28571428571429,Medium Loyalty,Mixed Behavior
986,32,Male,West Virginia,80,12,Handbag,Accessories,M,Gray,Fall,5.0,Yes,Express,Bank Transfer,Annually,Yes,Yes,59.73469387755104,High Loyalty,Valuable but Promo-Driven
987,54,Male,Connecticut,96,36,Scarf,Accessories,S,Peach,Spring,4.5,Yes,Store Pickup,Bank Transfer,Monthly,Yes,Yes,85.42857142857143,High Loyalty,Valuable but Promo-Driven
988,62,Male,West Virginia,47,48,Handbag,Accessories,M,Charcoal,Summer,2.8,Yes,Express,PayPal,Weekly,Yes,Yes,72.27551020408163,High Loyalty,Valuable but Promo-Driven
989,50,Male,Ohio,84,47,Pants,Clothing,M,Orange,Winter,4.9,Yes,2-Day Shipping,PayPal,Fortnightly,Yes,Yes,88.16326530612247,High Loyalty,Valuable but Promo-Driven
990,70,Male,Texas,31,2,Shoes,Footwear,M,Beige,Spring,3.1,Yes,Store Pickup,Bank Transfer,Monthly,Yes,Yes,32.11224489795919,Low Loyalty,Discount-Only (Only Buy on Sale)
991,48,Male,Washington,63,24,Sunglasses,Accessories,S,Yellow,Spring,4.8,Yes,Store Pickup,Cash,Weekly,Yes,Yes,65.58163265306123,High Loyalty,Valuable but Promo-Driven
992,20,Male,Wisconsin,97,40,Shorts,Clothing,XL,White,Spring,2.7,Yes,Standard,Bank Transfer,Bi-Weekly,Yes,Yes,82.37755102040816,High Loyalty,Valuable but Promo-Driven
993,46,Male,Louisiana,99,50,Jacket,Outerwear,M,Gray,Winter,4.6,Yes,Express,Debit Card,Weekly,Yes,Yes,99.5,High Loyalty,Valuable but Promo-Driven
994,51,Male,Iowa,90,25,Sandals,Footwear,M,Peach,Winter,4.4,Yes,Store Pickup,Cash,Weekly,Yes,Yes,79.6938775510204,High Loyalty,Valuable but Promo-Driven
995,53,Male,New York,68,20,Shoes,Footwear,L,Violet,Fall,3.2,Yes,Express,Debit Card,Monthly,Yes,Yes,61.632653061224495,High Loyalty,Valuable but Promo-Driven
996,44,Male,Idaho,80,10,Jewelry,Accessories,M,Magenta,Spring,3.0,Yes,2-Day Shipping,Venmo,Weekly,Yes,Yes,65.51020408163265,High Loyalty,Valuable but Promo-Driven
997,29,Male,Delaware,91,32,Sandals,Footwear,L,Maroon,Summer,4.9,Yes,Standard,Bank Transfer,Quarterly,Yes,Yes,74.4795918367347,High Loyalty,Valuable but Promo-Driven
998,64,Male,Kentucky,30,31,Pants,Clothing,M,Cyan,Spring,3.6,Yes,Express,Cash,Fortnightly,Yes,Yes,51.36734693877551,Medium Loyalty,Mixed Behavior
999,51,Male,Connecticut,90,48,Shoes,Footwear,M,White,Spring,3.8,Yes,Next Day Air,Bank Transfer,Bi-Weekly,Yes,Yes,83.77551020408163,High Loyalty,Valuable but Promo-Driven
1000,50,Male,New Mexico,28,23,Socks,Clothing,L,Brown,Spring,2.9,Yes,Standard,Debit Card,Monthly,Yes,Yes,43.46938775510204,Medium Loyalty,Mixed Behavior
1001,43,Male,Georgia,46,1,Socks,Clothing,M,Red,Winter,3.9,Yes,Express,Bank Transfer,Bi-Weekly,Yes,Yes,33.00000000000001,Low Loyalty,Discount-Only (Only Buy on Sale)
1002,61,Male,Washington,60,4,Dress,Clothing,M,Orange,Fall,3.6,Yes,Standard,Debit Card,Fortnightly,Yes,Yes,49.83673469387755,Medium Loyalty,Mixed Behavior
1003,55,Male,North Dakota,59,3,Shoes,Footwear,M,White,Spring,3.5,Yes,Store Pickup,Bank Transfer,Bi-Weekly,Yes,Yes,40.72448979591837,Medium Loyalty,Mixed Behavior
1004,56,Male,Ohio,68,3,Hat,Accessories,M,Green,Fall,4.0,Yes,Store Pickup,Cash,Bi-Weekly,Yes,Yes,45.22448979591837,Medium Loyalty,Mixed Behavior
1005,33,Male,Tennessee,79,44,Backpack,Accessories,M,Black,Summer,4.8,Yes,2-Day Shipping,Cash,Annually,Yes,Yes,78.8265306122449,High Loyalty,Valuable but Promo-Driven
1006,43,Male,New York,94,5,Backpack,Accessories,M,Gold,Winter,3.9,Yes,Store Pickup,Debit Card,Bi-Weekly,Yes,Yes,59.448979591836746,High Loyalty,Valuable but Promo-Driven
1007,21,Male,Michigan,83,50,Pants,Clothing,S,Lavender,Summer,4.5,Yes,Next Day Air,Venmo,Quarterly,Yes,Yes,81.5,High Loyalty,Valuable but Promo-Driven
1008,58,Male,Georgia,62,2,Gloves,Accessories,XL,Turquoise,Spring,4.8,Yes,Standard,Credit Card,Annually,Yes,Yes,44.61224489795919,Medium Loyalty,Mixed Behavior
1009,41,Male,New Mexico,85,29,Scarf,Accessories,M,Pink,Spring,2.6,Yes,Store Pickup,PayPal,Annually,Yes,Yes,72.64285714285714,High Loyalty,Valuable but Promo-Driven
1010,39,Male,Louisiana,30,11,Hoodie,Clothing,M,Silver,Summer,3.1,Yes,Express,Venmo,Annually,Yes,Yes,34.12244897959184,Medium Loyalty,Mixed Behavior
1011,54,Male,South Dakota,24,37,Jeans,Clothing,XL,Gray,Spring,4.7,Yes,2-Day Shipping,Credit Card,Fortnightly,Yes,Yes,52.04081632653062,Medium Loyalty,Mixed Behavior
1012,43,Male,Montana,25,32,Backpack,Accessories,L,Indigo,Spring,2.9,Yes,Next Day Air,Debit Card,Fortnightly,Yes,Yes,49.47959183673469,Medium Loyalty,Mixed Behavior
1013,28,Male,New Mexico,37,27,Sandals,Footwear,L,Teal,Summer,3.8,Yes,Express,Credit Card,Annually,Yes,Yes,47.41836734693877,Medium Loyalty,Mixed Behavior
1014,59,Male,South Carolina,69,31,Belt,Accessories,XL,Green,Summer,3.8,Yes,2-Day Shipping,Venmo,Bi-Weekly,Yes,Yes,62.86734693877551,High Loyalty,Valuable but Promo-Driven
1015,28,Male,Ohio,97,36,Shoes,Footwear,M,Violet,Summer,3.0,Yes,Standard,Debit Card,Fortnightly,Yes,Yes,87.92857142857144,High Loyalty,Valuable but Promo-Driven
1016,68,Male,North Carolina,24,34,Gloves,Accessories,M,Cyan,Summer,4.1,Yes,Standard,Cash,Weekly,Yes,Yes,52.204081632653065,Medium Loyalty,Mixed Behavior
1017,20,Male,Idaho,30,15,Belt,Accessories,XL,Blue,Summer,3.4,Yes,Express,Bank Transfer,Every 3 Months,Yes,Yes,33.57142857142857,Low Loyalty,Discount-Only (Only Buy on Sale)
1018,21,Male,Oklahoma,53,14,Jacket,Outerwear,L,Orange,Fall,2.5,Yes,Express,Credit Card,Annually,Yes,Yes,47.4591836734694,Medium Loyalty,Mixed Behavior
1019,50,Male,Georgia,70,46,Dress,Clothing,XL,Charcoal,Spring,4.9,Yes,Next Day Air,Cash,Weekly,Yes,Yes,82.55102040816325,High Loyalty,Valuable but Promo-Driven
1020,32,Male,Kentucky,76,33,Shirt,Clothing,S,Beige,Winter,2.8,Yes,Standard,Venmo,Bi-Weekly,Yes,Yes,67.59183673469389,High Loyalty,Valuable but Promo-Driven
1021,24,Male,Delaware,95,41,Scarf,Accessories,M,Black,Fall,4.5,Yes,Express,Debit Card,Annually,Yes,Yes,84.98979591836735,High Loyalty,Valuable but Promo-Driven
1022,55,Male,Massachusetts,51,39,Coat,Outerwear,S,Lavender,Winter,4.9,Yes,2-Day Shipping,PayPal,Weekly,Yes,Yes,68.76530612244898,High Loyalty,Valuable but Promo-Driven
1023,61,Male,Nebraska,41,7,Handbag,Accessories,M,Lavender,Winter,4.9,Yes,Store Pickup,Cash,Annually,Yes,Yes,37.17346938775511,Medium Loyalty,Mixed Behavior
1024,61,Male,Maine,71,29,Sunglasses,Accessories,S,Turquoise,Winter,3.5,Yes,Free Shipping,Bank Transfer,Every 3 Months,Yes,Yes,62.64285714285715,High Loyalty,Valuable but Promo-Driven
1025,28,Male,Pennsylvania,66,18,T-shirt,Clothing,M,Purple,Summer,3.5,Yes,Free Shipping,Venmo,Quarterly,Yes,Yes,53.40816326530613,Medium Loyalty,Mixed Behavior
1026,60,Male,Nebraska,84,15,Shirt,Clothing,M,Olive,Winter,4.9,Yes,Free Shipping,Credit Card,Annually,Yes,Yes,63.57142857142858,High Loyalty,Valuable but Promo-Driven
1027,49,Male,Virginia,95,39,Handbag,Accessories,L,Turquoise,Winter,3.0,Yes,Express,PayPal,Bi-Weekly,Yes,Yes,80.76530612244896,High Loyalty,Valuable but Promo-Driven
1028,33,Male,Ohio,90,11,Jewelry,Accessories,L,Teal,Summer,2.8,Yes,Next Day Air,Cash,Monthly,Yes,Yes,67.12244897959185,High Loyalty,Valuable but Promo-Driven
1029,45,Male,Nebraska,36,4,Hoodie,Clothing,S,Lavender,Summer,3.7,Yes,Standard,Cash,Fortnightly,Yes,Yes,37.83673469387755,Medium Loyalty,Mixed Behavior
1030,29,Male,Ohio,22,33,Gloves,Accessories,M,Purple,Spring,3.6,Yes,2-Day Shipping,Venmo,Bi-Weekly,Yes,Yes,40.59183673469388,Medium Loyalty,Mixed Behavior
1031,58,Male,Kentucky,89,37,Coat,Outerwear,L,Blue,Winter,3.3,Yes,Next Day Air,Debit Card,Quarterly,Yes,Yes,76.5408163265306,High Loyalty,Valuable but Promo-Driven
1032,22,Male,Tennessee,50,32,Sandals,Footwear,M,Teal,Spring,3.4,Yes,Free Shipping,Cash,Quarterly,Yes,Yes,53.979591836734684,High Loyalty,Valuable but Promo-Driven
1033,55,Male,Maine,36,44,Boots,Footwear,M,Lavender,Fall,4.0,Yes,Free Shipping,Credit Card,Quarterly,Yes,Yes,54.326530612244895,High Loyalty,Valuable but Promo-Driven
1034,19,Male,Montana,52,41,Pants,Clothing,S,Silver,Spring,4.6,Yes,Free Shipping,Bank Transfer,Quarterly,Yes,Yes,60.48979591836734,High Loyalty,Valuable but Promo-Driven
1035,68,Male,Maryland,29,44,Socks,Clothing,M,Olive,Fall,4.2,Yes,Next Day Air,Bank Transfer,Weekly,Yes,Yes,60.82653061224489,High Loyalty,Valuable but Promo-Driven
1036,61,Male,Georgia,89,32,Blouse,Clothing,M,Brown,Fall,2.8,Yes,Express,Venmo,Annually,Yes,Yes,76.4795918367347,High Loyalty,Valuable but Promo-Driven
1037,68,Male,Hawaii,47,13,Handbag,Accessories,M,Yellow,Fall,3.7,Yes,2-Day Shipping,Bank Transfer,Monthly,Yes,Yes,46.8469387755102,Medium Loyalty,Mixed Behavior
1038,52,Male,Rhode Island,25,48,Jewelry,Accessories,XL,Brown,Spring,3.4,Yes,Standard,Debit Card,Quarterly,Yes,Yes,51.275510204081634,Medium Loyalty,Mixed Behavior
1039,41,Male,Nebraska,74,3,Pants,Clothing,XL,Cyan,Fall,3.0,Yes,Express,Bank Transfer,Weekly,Yes,Yes,58.224489795918366,High Loyalty,Valuable but Promo-Driven
1040,29,Male,Michigan,46,39,Belt,Accessories,M,Magenta,Fall,4.8,Yes,Standard,Venmo,Monthly,Yes,Yes,62.26530612244898,High Loyalty,Valuable but Promo-Driven
1041,68,Male,North Carolina,22,7,Jeans,Clothing,S,Magenta,Fall,4.0,Yes,Next Day Air,Cash,Fortnightly,Yes,Yes,32.673469387755105,Low Loyalty,Discount-Only (Only Buy on Sale)
1042,36,Male,Minnesota,25,11,Shirt,Clothing,M,Orange,Summer,4.9,Yes,Next Day Air,Cash,Fortnightly,Yes,Yes,36.62244897959184,Medium Loyalty,Mixed Behavior
1043,55,Male,Maryland,80,47,Belt,Accessories,M,Maroon,Spring,4.9,Yes,Next Day Air,Credit Card,Weekly,Yes,Yes,88.16326530612245,High Loyalty,Valuable but Promo-Driven
1044,28,Male,Hawaii,76,28,Jeans,Clothing,M,Green,Spring,3.3,Yes,2-Day Shipping,Debit Card,Fortnightly,Yes,Yes,72.53061224489797,High Loyalty,Valuable but Promo-Driven
1045,39,Male,Oregon,30,17,Jeans,Clothing,L,Teal,Summer,4.4,Yes,Next Day Air,Bank Transfer,Every 3 Months,Yes,Yes,34.79591836734694,Medium Loyalty,Mixed Behavior
1046,54,Male,New Mexico,79,11,Sweater,Clothing,L,Black,Fall,3.5,Yes,2-Day Shipping,PayPal,Bi-Weekly,Yes,Yes,55.622448979591844,High Loyalty,Valuable but Promo-Driven
1047,40,Male,Illinois,22,12,Sneakers,Footwear,M,Magenta,Winter,4.2,Yes,Standard,Venmo,Annually,Yes,Yes,30.734693877551024,Low Loyalty,Discount-Only (Only Buy on Sale)
1048,31,Male,Utah,36,7,Socks,Clothing,S,Olive,Fall,4.2,Yes,Standard,Credit Card,Fortnightly,Yes,Yes,39.673469387755105,Medium Loyalty,Mixed Behavior
1049,30,Male,Maine,77,19,Socks,Clothing,L,Yellow,Fall,2.7,Yes,Standard,Venmo,Fortnightly,Yes,Yes,67.52040816326532,High Loyalty,Valuable but Promo-Driven
1050,45,Male,Virginia,33,24,Sunglasses,Accessories,S,Purple,Fall,2.8,Yes,Store Pickup,Cash,Quarterly,Yes,Yes,40.58163265306123,Medium Loyalty,Mixed Behavior
1051,48,Male,Florida,64,19,Sneakers,Footwear,M,Beige,Winter,3.8,Yes,Next Day Air,Venmo,Monthly,Yes,Yes,59.0204081632653,High Loyalty,Valuable but Promo-Driven
1052,45,Male,Ohio,53,39,Socks,Clothing,M,Indigo,Fall,2.6,Yes,Free Shipping,PayPal,Annually,Yes,Yes,62.76530612244898,High Loyalty,Valuable but Promo-Driven
1053,60,Male,Virginia,36,1,Shoes,Footwear,XL,Pink,Fall,3.0,Yes,2-Day Shipping,Credit Card,Fortnightly,Yes,Yes,36.00000000000001,Medium Loyalty,Mixed Behavior
1054,59,Male,Kansas,70,10,Blouse,Clothing,M,Blue,Spring,3.3,No,2-Day Shipping,Debit Card,Bi-Weekly,Yes,Yes,30.51020408163265,Low Loyalty,Discount-Only (Only Buy on Sale)
1055,18,Male,Arkansas,96,48,Shorts,Clothing,L,Cyan,Winter,4.9,No,Express,PayPal,Quarterly,Yes,Yes,66.77551020408163,High Loyalty,Valuable but Promo-Driven
1056,70,Male,Massachusetts,27,24,Jacket,Outerwear,M,Orange,Spring,3.3,No,Next Day Air,Debit Card,Annually,Yes,Yes,20.581632653061224,Low Loyalty,Discount-Only (Only Buy on Sale)
1057,20,Male,Idaho,64,42,Sweater,Clothing,L,Black,Winter,2.9,No,2-Day Shipping,Venmo,Fortnightly,Yes,Yes,55.10204081632652,High Loyalty,Valuable but Promo-Driven
1058,65,Male,Wisconsin,23,20,Jacket,Outerwear,S,Maroon,Spring,4.4,No,2-Day Shipping,Credit Card,Weekly,Yes,Yes,23.132653061224488,Low Loyalty,Discount-Only (Only Buy on Sale)
1059,29,Male,New Mexico,33,49,Scarf,Accessories,L,Violet,Summer,3.1,No,Next Day Air,Bank Transfer,Every 3 Months,Yes,Yes,35.88775510204081,Medium Loyalty,Mixed Behavior
1060,22,Male,North Carolina,34,25,Jacket,Outerwear,M,Beige,Winter,2.5,No,Standard,Debit Card,Monthly,Yes,Yes,27.693877551020407,Low Loyalty,Discount-Only (Only Buy on Sale)
1061,27,Male,Iowa,35,21,Sweater,Clothing,S,Gray,Summer,2.6,No,Next Day Air,Debit Card,Every 3 Months,Yes,Yes,19.74489795918367,Low Loyalty,Discount-Only (Only Buy on Sale)
1062,36,Male,Idaho,62,12,Coat,Outerwear,M,Gray,Summer,4.4,No,Free Shipping,Venmo,Every 3 Months,Yes,Yes,27.73469387755102,Low Loyalty,Discount-Only (Only Buy on Sale)
1063,59,Male,Ohio,75,21,Boots,Footwear,M,Brown,Fall,2.6,No,Next Day Air,Debit Card,Every 3 Months,Yes,Yes,39.744897959183675,Medium Loyalty,Mixed Behavior
1064,62,Male,Alabama,29,35,Hoodie,Clothing,S,Indigo,Summer,3.3,No,Free Shipping,Cash,Monthly,Yes,Yes,31.316326530612244,Low Loyalty,Discount-Only (Only Buy on Sale)
1065,34,Male,Wyoming,28,42,Hat,Accessories,M,Violet,Spring,3.5,No,Express,Credit Card,Every 3 Months,Yes,Yes,29.10204081632653,Low Loyalty,Discount-Only (Only Buy on Sale)
1066,59,Male,Alabama,20,3,T-shirt,Clothing,XL,Blue,Spring,4.1,No,Store Pickup,PayPal,Every 3 Months,Yes,Yes,1.2244897959183674,Low Loyalty,Discount-Only (Only Buy on Sale)
1067,49,Male,Mississippi,96,11,Coat,Outerwear,M,Red,Winter,4.0,No,Store Pickup,PayPal,Bi-Weekly,Yes,Yes,44.12244897959185,Medium Loyalty,Mixed Behavior
1068,18,Male,Pennsylvania,43,22,Dress,Clothing,S,Peach,Summer,2.7,No,2-Day Shipping,PayPal,Quarterly,Yes,Yes,24.35714285714285,Low Loyalty,Discount-Only (Only Buy on Sale)
1069,55,Male,Wyoming,94,47,Shirt,Clothing,M,Olive,Fall,2.5,No,Standard,Credit Card,Weekly,Yes,Yes,75.16326530612245,High Loyalty,Valuable but Promo-Driven
1070,38,Male,Maryland,81,33,Skirt,Clothing,XL,White,Fall,4.3,No,Next Day Air,Venmo,Every 3 Months,Yes,Yes,50.09183673469387,Medium Loyalty,Mixed Behavior
1071,50,Male,North Carolina,75,50,Jewelry,Accessories,M,Magenta,Summer,3.3,No,Free Shipping,Debit Card,Weekly,Yes,Yes,67.5,High Loyalty,Valuable but Promo-Driven
1072,61,Male,Pennsylvania,81,46,Hat,Accessories,M,Beige,Summer,2.6,No,Express,Credit Card,Monthly,Yes,Yes,64.05102040816327,High Loyalty,Valuable but Promo-Driven
1073,48,Male,Idaho,92,34,Shorts,Clothing,L,Gold,Fall,3.750064716541548,No,Express,Debit Card,Fortnightly,Yes,Yes,64.20408163265307,High Loyalty,Valuable but Promo-Driven
1074,22,Male,California,96,33,Scarf,Accessories,XL,Purple,Spring,4.0,No,Store Pickup,Credit Card,Monthly,Yes,Yes,63.591836734693885,High Loyalty,Valuable but Promo-Driven
1075,48,Male,Tennessee,71,45,Jewelry,Accessories,S,White,Fall,2.6,No,Standard,Bank Transfer,Fortnightly,Yes,Yes,60.43877551020409,High Loyalty,Valuable but Promo-Driven
1076,57,Male,Missouri,50,32,Sunglasses,Accessories,L,Indigo,Summer,4.9,No,Next Day Air,Debit Card,Bi-Weekly,Yes,Yes,33.97959183673469,Medium Loyalty,Mixed Behavior
1077,33,Male,North Dakota,72,47,Coat,Outerwear,L,Charcoal,Spring,2.9,No,Standard,Venmo,Bi-Weekly,Yes,Yes,54.163265306122454,High Loyalty,Valuable but Promo-Driven
1078,58,Male,West Virginia,28,5,Jacket,Outerwear,M,Pink,Winter,3.7,No,Standard,PayPal,Quarterly,Yes,Yes,6.448979591836736,Low Loyalty,Discount-Only (Only Buy on Sale)
1079,37,Male,Arizona,59,49,Sweater,Clothing,M,Silver,Fall,4.4,No,Express,Credit Card,Fortnightly,Yes,Yes,56.88775510204083,High Loyalty,Valuable but Promo-Driven
1080,18,Male,Oklahoma,33,48,Coat,Outerwear,S,Blue,Summer,4.4,No,Free Shipping,Bank Transfer,Monthly,Yes,Yes,41.27551020408163,Medium Loyalty,Mixed Behavior
1081,65,Male,Pennsylvania,59,22,Scarf,Accessories,L,Blue,Fall,3.8,No,Express,Cash,Every 3 Months,Yes,Yes,32.357142857142854,Low Loyalty,Discount-Only (Only Buy on Sale)
1082,62,Male,Idaho,30,45,Belt,Accessories,XL,Brown,Spring,4.5,No,Standard,Credit Card,Annually,Yes,Yes,34.93877551020408,Medium Loyalty,Mixed Behavior
1083,54,Male,South Carolina,85,30,Hat,Accessories,XL,Cyan,Winter,2.6,No,Next Day Air,Venmo,Quarterly,Yes,Yes,50.255102040816325,Medium Loyalty,Mixed Behavior
1084,35,Male,Washington,97,43,Backpack,Accessories,L,Teal,Summer,3.3,No,Store Pickup,Cash,Weekly,Yes,Yes,74.21428571428571,High Loyalty,Valuable but Promo-Driven
1085,34,Male,Arkansas,36,48,T-shirt,Clothing,S,Purple,Fall,4.1,No,Next Day Air,Cash,Quarterly,Yes,Yes,36.77551020408163,Medium Loyalty,Mixed Behavior
1086,25,Male,Utah,85,23,Jewelry,Accessories,M,Turquoise,Winter,3.0,No,Store Pickup,Venmo,Fortnightly,Yes,Yes,53.96938775510205,High Loyalty,Valuable but Promo-Driven
1087,53,Male,Alaska,62,27,Sunglasses,Accessories,M,Olive,Winter,3.0,No,Free Shipping,PayPal,Bi-Weekly,Yes,Yes,36.91836734693877,Medium Loyalty,Mixed Behavior
1088,45,Male,West Virginia,71,7,Jeans,Clothing,S,White,Winter,3.4,No,Next Day Air,Bank Transfer,Monthly,Yes,Yes,35.173469387755105,Medium Loyalty,Mixed Behavior
1089,49,Male,Louisiana,21,2,Pants,Clothing,M,Turquoise,Winter,2.7,No,Free Shipping,PayPal,Weekly,Yes,Yes,11.112244897959185,Low Loyalty,Discount-Only (Only Buy on Sale)
1090,40,Male,Arizona,61,33,Backpack,Accessories,M,Silver,Spring,3.8,No,Next Day Air,PayPal,Bi-Weekly,Yes,Yes,40.09183673469388,Medium Loyalty,Mixed Behavior
1091,38,Male,Connecticut,58,27,Scarf,Accessories,M,Violet,Spring,4.2,No,Store Pickup,Cash,Fortnightly,Yes,Yes,42.91836734693878,Medium Loyalty,Mixed Behavior
1092,44,Male,North Carolina,80,6,Sweater,Clothing,L,Lavender,Spring,4.7,No,Store Pickup,Credit Card,Fortnightly,Yes,Yes,41.06122448979592,Medium Loyalty,Mixed Behavior
1093,68,Male,South Dakota,50,20,Jewelry,Accessories,L,Magenta,Spring,4.1,No,2-Day Shipping,Venmo,Quarterly,Yes,Yes,26.632653061224488,Low Loyalty,Discount-Only (Only Buy on Sale)
1094,60,Male,Delaware,48,46,Sneakers,Footwear,S,Indigo,Winter,4.2,No,2-Day Shipping,Venmo,Every 3 Months,Yes,Yes,41.55102040816326,Medium Loyalty,Mixed Behavior
1095,25,Male,Connecticut,40,25,Jewelry,Accessories,M,Black,Winter,4.8,No,Next Day Air,Cash,Quarterly,Yes,Yes,24.693877551020407,Low Loyalty,Discount-Only (Only Buy on Sale)
1096,19,Male,Tennessee,34,30,Coat,Outerwear,S,Peach,Summer,3.0,No,Free Shipping,Bank Transfer,Quarterly,Yes,Yes,24.755102040816325,Low Loyalty,Discount-Only (Only Buy on Sale)
1097,57,Male,New Hampshire,46,48,Coat,Outerwear,S,Beige,Fall,2.6,No,Standard,Credit Card,Annually,Yes,Yes,44.775510204081634,Medium Loyalty,Mixed Behavior
1098,58,Male,Vermont,27,47,Sunglasses,Accessories,M,Black,Summer,3.2,No,Store Pickup,Bank Transfer,Weekly,Yes,Yes,41.663265306122454,Medium Loyalty,Mixed Behavior
1099,49,Male,Idaho,98,27,Handbag,Accessories,S,Turquoise,Spring,3.6,No,Next Day Air,Credit Card,Weekly,Yes,Yes,64.91836734693878,High Loyalty,Valuable but Promo-Driven
1100,19,Male,North Carolina,73,45,Sweater,Clothing,M,Peach,Fall,2.6,No,Next Day Air,Bank Transfer,Fortnightly,Yes,Yes,61.43877551020409,High Loyalty,Valuable but Promo-Driven
1101,50,Male,Nevada,28,2,Pants,Clothing,L,Gold,Spring,4.4,No,Express,Credit Card,Weekly,Yes,Yes,14.612244897959187,Low Loyalty,Discount-Only (Only Buy on Sale)
1102,30,Male,Delaware,76,39,Gloves,Accessories,XL,Silver,Fall,3.0,No,Free Shipping,Cash,Fortnightly,Yes,Yes,59.265306122448976,High Loyalty,Valuable but Promo-Driven
1103,52,Male,Texas,83,24,Sweater,Clothing,M,Peach,Fall,2.9,No,Express,Cash,Fortnightly,Yes,Yes,53.58163265306124,High Loyalty,Valuable but Promo-Driven
1104,35,Male,Tennessee,23,8,Hoodie,Clothing,S,Charcoal,Spring,4.3,No,Free Shipping,Debit Card,Bi-Weekly,Yes,Yes,5.7857142857142865,Low Loyalty,Discount-Only (Only Buy on Sale)
1105,35,Male,Delaware,28,8,Hat,Accessories,M,Beige,Fall,3.1,No,Express,Bank Transfer,Quarterly,Yes,Yes,8.285714285714286,Low Loyalty,Discount-Only (Only Buy on Sale)
1106,33,Male,Massachusetts,83,6,T-shirt,Clothing,S,Olive,Spring,3.0,No,Next Day Air,Venmo,Every 3 Months,Yes,Yes,34.56122448979592,Medium Loyalty,Mixed Behavior
1107,52,Male,Minnesota,96,12,Skirt,Clothing,L,Violet,Winter,3.6,No,Store Pickup,Venmo,Fortnightly,Yes,Yes,52.73469387755103,Medium Loyalty,Mixed Behavior
1108,69,Male,Texas,62,26,Sneakers,Footwear,M,Peach,Fall,2.8,No,Store Pickup,Bank Transfer,Weekly,Yes,Yes,46.30612244897959,Medium Loyalty,Mixed Behavior
1109,27,Male,Nebraska,25,50,Shorts,Clothing,M,Teal,Fall,2.8,No,Standard,Cash,Fortnightly,Yes,Yes,40.5,Medium Loyalty,Mixed Behavior
